Accession,Species,Geo_Location,Collection_Date
MT451811,Severe acute respiratory syndrome-related coronavirus,Australia: Victoria,2020-04-01
MT451812,Severe acute respiratory syndrome-related coronavirus,Australia: Victoria,2020-04-01
MT451813,Severe acute respiratory syndrome-related coronavirus,Australia: Victoria,2020-04-01
MT451814,Severe acute respiratory syndrome-related coronavirus,Australia: Victoria,2020-04-02
MT451815,Severe acute respiratory syndrome-related coronavirus,Australia: Victoria,2020-04-02
MT451816,Severe acute respiratory syndrome-related coronavirus,Australia: Victoria,2020-04-02
MT451817,Severe acute respiratory syndrome-related coronavirus,Australia: Victoria,2020-04-02
MT451818,Severe acute respiratory syndrome-related coronavirus,Australia: Victoria,2020-04-02
MT451819,Severe acute respiratory syndrome-related coronavirus,Australia: Victoria,2020-04-02
MT451820,Severe acute respiratory syndrome-related coronavirus,Australia: Victoria,2020-04-02
MT451821,Severe acute respiratory syndrome-related coronavirus,Australia: Victoria,2020-04-02
MT451822,Severe acute respiratory syndrome-related coronavirus,Australia: Victoria,2020-04-07
MT451823,Severe acute respiratory syndrome-related coronavirus,Australia: Victoria,2020-04-09
MT451824,Severe acute respiratory syndrome-related coronavirus,Australia: Victoria,2020-04-09
MT451825,Severe acute respiratory syndrome-related coronavirus,Australia: Victoria,2020-04-09
MT451826,Severe acute respiratory syndrome-related coronavirus,Australia: Victoria,2020-04-10
MT451827,Severe acute respiratory syndrome-related coronavirus,Australia: Victoria,2020-04-10
MT451828,Severe acute respiratory syndrome-related coronavirus,Australia: Victoria,2020-04-10
MT451829,Severe acute respiratory syndrome-related coronavirus,Australia: Victoria,2020-04-11
MT451830,Severe acute respiratory syndrome-related coronavirus,Australia: Victoria,2020-04-11
MT451831,Severe acute respiratory syndrome-related coronavirus,Australia: Victoria,2020-04-11
MT451832,Severe acute respiratory syndrome-related coronavirus,Australia: Victoria,2020-04-11
MT451833,Severe acute respiratory syndrome-related coronavirus,Australia: Victoria,2020-04-11
MT451834,Severe acute respiratory syndrome-related coronavirus,Australia: Victoria,2020-04-11
MT451835,Severe acute respiratory syndrome-related coronavirus,Australia: Victoria,2020-04-12
MT451836,Severe acute respiratory syndrome-related coronavirus,Australia: Victoria,2020-04-12
MT451837,Severe acute respiratory syndrome-related coronavirus,Australia: Victoria,2020-04-12
MT451838,Severe acute respiratory syndrome-related coronavirus,Australia: Victoria,2020-04-13
MT451839,Severe acute respiratory syndrome-related coronavirus,Australia: Victoria,2020-04-13
MT451840,Severe acute respiratory syndrome-related coronavirus,Australia: Victoria,2020-04-13
MT451841,Severe acute respiratory syndrome-related coronavirus,Australia: Victoria,2020-04-14
MT451842,Severe acute respiratory syndrome-related coronavirus,Australia: Victoria,2020-04-14
MT451874,Severe acute respiratory syndrome-related coronavirus,India: Surat,2020-04-24
MT451875,Severe acute respiratory syndrome-related coronavirus,India: Surat,2020-04-26
MT451876,Severe acute respiratory syndrome-related coronavirus,India: Surat,2020-04-26
MT451877,Severe acute respiratory syndrome-related coronavirus,India: Surat,2020-04-26
MT451878,Severe acute respiratory syndrome-related coronavirus,India: Surat,2020-04-27
MT451879,Severe acute respiratory syndrome-related coronavirus,India: Surat,2020-04-27
MT451880,Severe acute respiratory syndrome-related coronavirus,India: Surat,2020-04-26
MT451881,Severe acute respiratory syndrome-related coronavirus,India: Ahmedabad,2020-04-26
MT451882,Severe acute respiratory syndrome-related coronavirus,India: Ahmedabad,2020-04-26
MT451883,Severe acute respiratory syndrome-related coronavirus,India: Ahmedabad,2020-04-26
MT451884,Severe acute respiratory syndrome-related coronavirus,India: Ahmedabad,2020-04-26
MT451885,Severe acute respiratory syndrome-related coronavirus,India: Ahmedabad,2020-04-26
MT451886,Severe acute respiratory syndrome-related coronavirus,India: Ahmedabad,2020-04-26
MT451887,Severe acute respiratory syndrome-related coronavirus,India: Ahmedabad,2020-04-26
MT451888,Severe acute respiratory syndrome-related coronavirus,India: Ahmedabad,2020-04-26
MT451889,Severe acute respiratory syndrome-related coronavirus,India: Ahmedabad,2020-04-26
MT451890,Severe acute respiratory syndrome-related coronavirus,India: Ahmedabad,2020-04-26
MT452574,Severe acute respiratory syndrome-related coronavirus,USA: NY,2020-03-12
MT452575,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-13
MT452576,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-03-13
MT444148,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-03-11
MT444515,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-16
MT444516,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-16
MT444517,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-16
MT444518,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-16
MT444519,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-16
MT444520,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-16
MT444521,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-17
MT444522,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-16
MT444523,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-17
MT444524,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-15
MT444525,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-16
MT444526,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-15
MT444527,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-17
MT444528,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-17
MT444529,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-17
MT444530,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-15
MT444531,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-14
MT444532,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-14
MT444533,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-15
MT444534,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-30
MT444535,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-31
MT444536,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-30
MT444537,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-30
MT444538,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-30
MT444539,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-30
MT444540,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-31
MT444541,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-02
MT444542,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-02
MT444543,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-02
MT444544,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-02
MT444545,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-31
MT444546,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-02
MT444547,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-03
MT444548,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-02
MT444549,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-02
MT444550,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-02
MT444551,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-03
MT444552,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-03
MT444553,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-03
MT444554,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-03
MT444555,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-03
MT444556,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-14
MT444557,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-15
MT444558,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-15
MT444559,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-14
MT444560,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-12
MT444561,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-12
MT444562,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-12
MT444563,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-12
MT444564,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-27
MT444565,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-28
MT444566,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-28
MT444567,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-29
MT444568,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-28
MT444569,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-03
MT444570,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-03
MT444571,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-03
MT444572,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-03
MT444573,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-03
MT444574,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-03
MT444575,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-03
MT444576,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-03
MT444577,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-02
MT444578,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-03
MT444579,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-04
MT444580,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-04
MT444581,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-02
MT444582,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-02
MT444583,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-31
MT444584,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-02
MT444585,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-02
MT444586,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-02
MT444587,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-02
MT444588,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-05
MT444589,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-05
MT444590,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-05
MT444591,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-06
MT444592,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-06
MT444593,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-06
MT444594,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-05
MT444595,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-06
MT444596,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-05
MT444597,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-06
MT444598,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-05
MT444599,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-07
MT444600,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-07
MT444601,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-07
MT444602,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-08
MT444603,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-07
MT444604,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-06
MT444605,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-07
MT444606,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-08
MT444607,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-08
MT444608,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-08
MT444609,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-08
MT444610,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-08
MT444611,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-08
MT444612,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-09
MT444613,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-10
MT444614,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-10
MT444615,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-10
MT444616,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-15
MT444617,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-15
MT444618,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-15
MT444619,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-14
MT444620,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-15
MT444621,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-15
MT444622,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-15
MT444623,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-14
MT444624,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-15
MT444625,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-15
MT444626,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-15
MT444627,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-14
MT444628,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-15
MT444629,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-14
